paperId,title
1548,Foundations of knowledge representation and reasoning
1549,Current State of Agile User-Centered Design: A Survey
1550,An{\'a}lise t{\'e}cnica e pedag{\'o}gica de metadados para objetos de aprendizagem
1551,Here and now mobile learning: An experimental study on the use of mobile technology
1552,Game Theory for Wireless Engineers
1553,Ontological semantic inference based on cognitive map
1554,Generating predictive movie recommendations from trust in social networks
1555,Clustering Data without Prior Knowledge
1556,Microsoft Word - icec2008_22_camera.doc
1557,Using hierarchical clustering for learning theontologies used in recommendation systems
1558,Linked Data as facilitator for TEL recommender systems in research {\&} practice
1559,NOIE
1560,Information filtering and information retrieval: two sides of the same coin?
1561,Some Heuristics for the Development of Music Education Software: first steps towards a methodology
1562,A reasoning module to select eca{\textquoteright}s communicative intention
1563,Communities of practice
1564,Survey on The Use of Information and Communication Technologies in Brazil
1565,Designing culturally-aware tutoring systems: towards an upper ontology of culture
1566,A Psychometric Study of the Index of Learning Styles
1567,Plano de Atividades para Est{\'a}gio Probat{\'o}rio
1568,ARMS: an automatic knowledge engineering tool for learning action models for AI planning
1569,Methods and Applications of Interval Analysis
1570,Data clustering: a review
1571,A Per{\'\i}cia
1572,Know Evils Common pitfalls of Knowledge management
1573,The conception of agents as part of a social model of distance learning
1574,Security and trust issues in semantic grids
1575,Using Linked Data to Annotate and Search Educational Video Resources for Supporting Distance Learning
1576,Social big data: Recent achievements and new challenges
1577,Improving the Enhanced Recommended System Using Bayesian Approximation Method and Normalized Discounted Cumulative Gain
1578,Problemas Pertencentes {\`a} Classe NP
1579,PDF.js viewer
1580,The Semantic Web Trust Layer
1581,Learning and revising user profiles: The identification of interesting web sites
1582,O Uso de T\\'e\cnicas de Recomenda\\cc\\\{\textasciitilde}a\o em um Sistema para Apoio \\`a\ Aprendizagem Colaborativa
1583,Good news on the horizon: the Open Researcher and Contributor ID (ORCID).
1584,Knowledge representation  connectionism and conceptual retrieval
1585,Towards a recommender strategy for personal learning environments
1586,Comparing Twitter and Facebook user behavior: Privacy and other aspects
1587,CineCubes: Aiding data workers gain insights from OLAP queries
1588,Partial local FriendQ multiagent learning: application to team automobile coordination problem
1589,SOAP Specifications
1590,Authoring of Educational Resources for Semantic Web Applications
1591,Solving the Cold-Start Problem in Recommender Systems with Social Tags
1592,noniidness-learning-online
1593,Design and Case Studies on Mobile and Wireless Technologies in Education
1594,Analysis of Complex Diseases: A Mathematical Perspective
1595,Explaining collaborative filtering recommendations
1596,Examining user surprise as a symptom of algorithmic filtering
1597,Using social media to characterize urban mobility patterns: State-of-the-art survey and case-study
1598,Facilitating contagion trust through tools in Global Systems Engineering teams
1599,Personalized hybrid recommendation for group of users: Top-N multimedia recommender
1600,Web mining research: A survey
1601,Fusing highly dimensional energy and connectivity features to identify affective states from EEG signals
1602,www.ime.usp.br/{\textasciitilde}slago/ia-2.pdf
1603,User profiling with hierarchical context: an e-Retailer case study
1604,A Survey of Clustering Data Mining Techniques
1605,Trust and deception in mediated communication
1606,Using collaborative filtering to weave an information tapestry
1607,Dealing with the Students' Attention Problem in Computer Supported Face-to-Face Lecturing.
1608,OWL Pizzas: Practical Experience of Teaching OWL-DL: Common Errors {\&} Common Patterns
1609,An intelligent knowledge-based recommendation system
1610,Provision of distance learning services over Interactive Digital TV with MHP
1611,Complexidade de Algoritmos Complexidade de Algoritmos
1612,Empirical Investigation of Internet Banking Usage: The Case of Turkey
1613,Web mining research: a survey
1614,Ontologies for probabilistic networks: a case study in the oesophageal-cancer domain
1615,Building a Hugin Knowledge Base using Influence Diagrams
1616,Digital TV rollout [US digital terrestrial TV]
1617,An Empirical Study of Real-World SPARQL Queries
1618,A knowledge representation model for multiuser knowledge-based systems
1619,Data mining for adaptive learning in a TESL-based e-learning system
1620,Understanding ontological engineering
1621,Requirements for Semantic Educational Recommender Systems in Formal E-Learning Scenarios
1622,What Makes Students Engaged in Learning? A Time-Use Study of Within- and Between-Individual Predictors of Emotional Engagement in Low-Performing High Schools
1623,New metrics for reputation management in P2P networks
1624,L{\'o}gica para Computa{\c c}{\~a}o
1625,Introduction to Information Retrieval
1626,Semi-automatic assembly of learning resources
1627,Educational Data Mining: A Review of the State of the Art
1628,Knowledge representation  connectionism and conceptual retrieval
1629,LaaN: Convergence of Knowledge Management and Technology-Enhanced Learning
1630,GUMO {\textendash} The General User Model Ontology
1631,Sem{\^a}ntica Formal
1632,On the Move to Meaningful Internet Systems 2006: CoopIS  DOA  GADA  and ODBASE
1633,Complexidade de Algoritmos
1634,Using Contextual Information for Service Recommendation
1635,Lifelong Learning and Its Support with New Technologies
1636,Amazon
1637,CanCore: Best Practices for Learning Object Metadata in Ubiquitous Computing Environments
1638,A hybrid recommendation approach for a tourism system
1639,POSSIBILIDADES EDUCATIVAS E DE INCLUS\\{\textasciitilde}A\O SOCIAL E DIGITAL COM A TVDI: UMA BREVE AN\\'A\LISE DO CEN\\'A\RIO BRASILEIRO
1640,Fighting spam with reputation systems
1641,Using ontology-based clustering to understand the push and pull factors for British tourists visiting a Mediterranean coastal destination
1642,Estudo de t\\'e\cnicas de recomenda\\cc\\\{\textasciitilde}a\o para usu\\'a\rios de bibliotecas digitais
1643,CADDIE and IWT: two different ontology-based approaches to Anytime  Anywhere and Anybody Learning
1644,Gest\{\textasciitilde}ao de Conhecimento : o que \'e   para que serve e o que eu tenho a ver com isso ! Din\^amica dos Setores
1645,ifets.info/journals/15_3/24.pdf
1646,Agent Technology: Computing as Interaction (A Roadmap for Agent Based Computing)
1647,Dynamic grouping strategies based on a conceptual graph for cooperative learning
1648,Grupos que pesquisam EAD no Brasil
1649,Compliance checking in the PolicyMaker trust management system
1650,An Ontology for the OBAA Metadata Standard
1651,SOAP  REST e muito mais
1652,Cellular immune responses of hydatid patients to Echinococcus granulosus antigens.
1653,Generative Sensing:
1654,Racioc{\'\i}nio Baseado em Casos
1655,KAoS policy and domain services: Toward a description-logic approach to policy representation  deconfliction  and enforcement
1656,TRUSTe: an online privacy seal program
1657,Overview of Knowledge Sharing and Reuse Components: Ontologies and Problem-Solving Methods
1658,An algorithmic framework for performing collaborative filtering
1659,Explanation in Recommender Systems
1660,Worlds  Models and Descriptions
1661,PREFer: A prescription-based food recommender system
1662,Knowledge representation with ontologies: Present challenges{\textemdash}Future possibilities
1663,An Efficient Approach to Clustering in Large Multimedia Databases with Noise
1664,Methods and metrics for cold-start recommendations
1665,Informed Recommender: Basing Recommendations on Consumer Product Reviews
1666,A multi-agent intelligent environment for medical knowledge
